Frequency_MHz,Amplitude_dBm
4.216664979999999900e+02,-7.978000000000000114e+01
4.233331640000000107e+02,-7.859000000000000341e+01
4.249998299999999745e+02,-6.648000000000000398e+01
4.266664959999999951e+02,-7.943999999999999773e+01
4.283331620000000157e+02,-7.734000000000000341e+01
4.299998279999999795e+02,-7.920999999999999375e+01
4.316664940000000001e+02,-8.009999999999999432e+01
4.333331600000000208e+02,-7.765000000000000568e+01
4.349998259999999846e+02,-7.879000000000000625e+01
4.366664920000000052e+02,-7.934000000000000341e+01
4.383331580000000258e+02,-7.967000000000000171e+01
4.399998239999999896e+02,-7.829000000000000625e+01
4.416664900000000102e+02,-7.875000000000000000e+01
4.433331559999999740e+02,-7.881999999999999318e+01
4.449998219999999947e+02,-7.989000000000000057e+01
4.466664880000000153e+02,-7.826000000000000512e+01
4.483331539999999791e+02,-7.720000000000000284e+01
4.499998199999999997e+02,-6.939000000000000057e+01
4.516664860000000203e+02,-7.831000000000000227e+01
4.533331519999999841e+02,-8.003000000000000114e+01
4.549998180000000048e+02,-7.865000000000000568e+01
4.566664840000000254e+02,-7.834000000000000341e+01
4.583331499999999892e+02,-7.718000000000000682e+01
4.599998160000000098e+02,-7.837000000000000455e+01
4.616664819999999736e+02,-7.915000000000000568e+01
4.633331479999999942e+02,-7.898999999999999488e+01
4.649998140000000149e+02,-7.979999999999999716e+01
4.666664799999999786e+02,-7.964000000000000057e+01
4.683331459999999993e+02,-7.795000000000000284e+01
4.699998120000000199e+02,-7.934000000000000341e+01
4.716664779999999837e+02,-7.923999999999999488e+01
4.733331440000000043e+02,-7.781000000000000227e+01
4.749998100000000250e+02,-6.352000000000000313e+01
4.766664759999999887e+02,-7.873999999999999488e+01
4.783331420000000094e+02,-7.879000000000000625e+01
4.799998079999999732e+02,-7.982999999999999829e+01
4.816664739999999938e+02,-7.934999999999999432e+01
4.833331400000000144e+02,-7.820999999999999375e+01
4.849998059999999782e+02,-7.768999999999999773e+01
4.866664719999999988e+02,-7.750000000000000000e+01
4.883331380000000195e+02,-7.739000000000000057e+01
4.899998039999999833e+02,-7.865000000000000568e+01
4.916664700000000039e+02,-7.815000000000000568e+01
4.933331360000000245e+02,-7.929999999999999716e+01
4.949998019999999883e+02,-7.785999999999999943e+01
4.966664680000000089e+02,-7.868000000000000682e+01
4.983331339999999727e+02,-7.826999999999999602e+01
4.999997999999999934e+02,-7.046999999999999886e+01
5.016664660000000140e+02,-7.826999999999999602e+01
5.033331319999999778e+02,-7.926000000000000512e+01
5.049997979999999984e+02,-7.809999999999999432e+01
5.066664640000000190e+02,-7.842000000000000171e+01
5.083331299999999828e+02,-7.746999999999999886e+01
5.099997960000000035e+02,-7.906999999999999318e+01
5.116664620000000241e+02,-7.876000000000000512e+01
5.133331279999999879e+02,-7.935999999999999943e+01
5.149997939999999517e+02,-7.704999999999999716e+01
5.166664600000000291e+02,-7.718999999999999773e+01
5.183331259999999929e+02,-7.839000000000000057e+01
5.199997919999999567e+02,-7.898999999999999488e+01
5.216664580000000342e+02,-7.978000000000000114e+01
5.233331239999999980e+02,-7.812000000000000455e+01
5.249997899999999618e+02,-6.321000000000000085e+01
5.266664560000000392e+02,-7.915000000000000568e+01
5.283331220000000030e+02,-7.812999999999999545e+01
5.299997879999999668e+02,-7.964000000000000057e+01
5.316664540000000443e+02,-7.845000000000000284e+01
5.333331200000000081e+02,-7.882999999999999829e+01
5.349997859999999719e+02,-7.870000000000000284e+01
5.366664520000000493e+02,-7.931000000000000227e+01
5.383331180000000131e+02,-7.751000000000000512e+01
5.399997839999999769e+02,-8.028000000000000114e+01
5.416664500000000544e+02,-7.709999999999999432e+01
5.433331160000000182e+02,-7.854000000000000625e+01
5.449997819999999820e+02,-7.904999999999999716e+01
5.466664479999999458e+02,-7.812000000000000455e+01
5.483331140000000232e+02,-7.834999999999999432e+01
5.499997799999999870e+02,-6.607999999999999829e+01
5.516664459999999508e+02,-7.964000000000000057e+01
5.533331120000000283e+02,-7.940000000000000568e+01
5.549997779999999921e+02,-7.931000000000000227e+01
5.566664439999999558e+02,-7.932999999999999829e+01
5.583331100000000333e+02,-7.954000000000000625e+01
5.599997759999999971e+02,-7.904000000000000625e+01
5.616664419999999609e+02,-7.957999999999999829e+01
5.633331080000000384e+02,-7.831000000000000227e+01
5.649997740000000022e+02,-8.007999999999999829e+01
5.666664399999999659e+02,-8.007999999999999829e+01
5.683331060000000434e+02,-7.814000000000000057e+01
5.699997720000000072e+02,-7.864000000000000057e+01
5.716664379999999710e+02,-7.848999999999999488e+01
5.733331040000000485e+02,-7.928000000000000114e+01
5.749997700000000123e+02,-6.956000000000000227e+01
5.766664359999999760e+02,-7.881999999999999318e+01
5.783331020000000535e+02,-7.934999999999999432e+01
5.799997680000000173e+02,-7.876000000000000512e+01
5.816664339999999811e+02,-7.882999999999999829e+01
5.833330999999999449e+02,-7.743000000000000682e+01
5.849997660000000224e+02,-7.829999999999999716e+01
5.866664319999999861e+02,-7.934999999999999432e+01
5.883330979999999499e+02,-7.707999999999999829e+01
5.899997640000000274e+02,-7.698999999999999488e+01
5.916664299999999912e+02,-7.879000000000000625e+01
5.933330959999999550e+02,-7.779999999999999716e+01
5.949997620000000325e+02,-7.946999999999999886e+01
5.966664279999999962e+02,-7.862000000000000455e+01
5.983330939999999600e+02,-7.806999999999999318e+01
5.999997600000000375e+02,-6.559999999999999432e+01
6.016664260000000013e+02,-7.764000000000000057e+01
6.033330919999999651e+02,-7.800000000000000000e+01
6.049997580000000426e+02,-7.835999999999999943e+01
6.066664240000000063e+02,-7.873000000000000398e+01
6.083330899999999701e+02,-7.992000000000000171e+01
6.099997560000000476e+02,-7.851000000000000512e+01
6.116664220000000114e+02,-7.820999999999999375e+01
6.133330879999999752e+02,-7.846999999999999886e+01
6.149997540000000527e+02,-7.934000000000000341e+01
6.166664200000000164e+02,-7.823000000000000398e+01
6.183330859999999802e+02,-7.835999999999999943e+01
6.199997519999999440e+02,-7.745000000000000284e+01
6.216664180000000215e+02,-7.890000000000000568e+01
6.233330839999999853e+02,-7.834000000000000341e+01
6.249997499999999491e+02,-7.090000000000000568e+01
6.266664160000000265e+02,-7.754999999999999716e+01
6.283330819999999903e+02,-7.868000000000000682e+01
6.299997479999999541e+02,-7.810999999999999943e+01
6.316664140000000316e+02,-7.834000000000000341e+01
6.333330799999999954e+02,-7.648999999999999488e+01
6.349997459999999592e+02,-7.917000000000000171e+01
6.366664120000000366e+02,-7.729000000000000625e+01
6.383330780000000004e+02,-7.845999999999999375e+01
6.399997439999999642e+02,-7.895000000000000284e+01
6.416664100000000417e+02,-7.785999999999999943e+01
6.433330760000000055e+02,-7.848000000000000398e+01
6.449997419999999693e+02,-7.884000000000000341e+01
6.466664080000000467e+02,-7.781999999999999318e+01
6.483330740000000105e+02,-7.926999999999999602e+01
6.499997399999999743e+02,-6.352000000000000313e+01
6.516664060000000518e+02,-7.884000000000000341e+01
6.533330720000000156e+02,-7.740999999999999659e+01
6.549997379999999794e+02,-7.931000000000000227e+01
6.566664040000000568e+02,-7.746999999999999886e+01
6.583330700000000206e+02,-7.679999999999999716e+01
6.599997359999999844e+02,-7.829000000000000625e+01
6.616664019999999482e+02,-7.720999999999999375e+01
6.633330680000000257e+02,-7.765999999999999659e+01
6.649997339999999895e+02,-7.873999999999999488e+01
6.666663999999999533e+02,-7.840000000000000568e+01
6.683330660000000307e+02,-7.898999999999999488e+01
6.699997319999999945e+02,-7.684999999999999432e+01
6.716663979999999583e+02,-7.903000000000000114e+01
6.733330640000000358e+02,-7.701999999999999602e+01
6.749997299999999996e+02,-6.915000000000000568e+01
6.766663959999999634e+02,-7.956000000000000227e+01
6.783330620000000408e+02,-7.729999999999999716e+01
6.799997280000000046e+02,-7.910999999999999943e+01
6.816663939999999684e+02,-7.735999999999999943e+01
6.833330600000000459e+02,-7.742000000000000171e+01
6.849997260000000097e+02,-7.646999999999999886e+01
6.866663919999999735e+02,-7.809000000000000341e+01
6.883330580000000509e+02,-7.684000000000000341e+01
6.899997240000000147e+02,-7.764000000000000057e+01
6.916663899999999785e+02,-7.781999999999999318e+01
6.933330560000000560e+02,-7.656000000000000227e+01
6.949997220000000198e+02,-7.612000000000000455e+01
6.966663879999999835e+02,-7.654999999999999716e+01
6.983330539999999473e+02,-7.795999999999999375e+01
6.999997200000000248e+02,-6.353000000000000114e+01
7.016663859999999886e+02,-7.723000000000000398e+01
7.033330519999999524e+02,-7.717000000000000171e+01
7.049997180000000299e+02,-7.751000000000000512e+01
7.066663839999999936e+02,-7.725000000000000000e+01
7.083330499999999574e+02,-7.714000000000000057e+01
7.099997160000000349e+02,-7.757999999999999829e+01
7.116663819999999987e+02,-7.748999999999999488e+01
7.133330479999999625e+02,-7.678000000000000114e+01
7.149997140000000400e+02,-7.789000000000000057e+01
7.166663800000000037e+02,-7.626999999999999602e+01
7.183330459999999675e+02,-7.903000000000000114e+01
7.199997120000000450e+02,-7.753000000000000114e+01
7.216663780000000088e+02,-7.648999999999999488e+01
7.233330439999999726e+02,-7.868000000000000682e+01
7.249997100000000501e+02,-7.164000000000000057e+01
7.266663760000000138e+02,-7.762000000000000455e+01
7.283330419999999776e+02,-7.892000000000000171e+01
7.299997080000000551e+02,-7.850000000000000000e+01
7.316663740000000189e+02,-7.859000000000000341e+01
7.333330399999999827e+02,-7.860999999999999943e+01
7.349997059999999465e+02,-7.745999999999999375e+01
7.366663720000000239e+02,-7.781999999999999318e+01
7.383330379999999877e+02,-7.809999999999999432e+01
7.399997039999999515e+02,-7.725000000000000000e+01
7.416663700000000290e+02,-7.890000000000000568e+01
7.433330359999999928e+02,-7.762999999999999545e+01
7.449997019999999566e+02,-7.856000000000000227e+01
7.466663680000000340e+02,-7.776000000000000512e+01
7.483330339999999978e+02,-7.743000000000000682e+01
7.499996999999999616e+02,-6.668999999999999773e+01
7.516663660000000391e+02,-7.859000000000000341e+01
7.533330320000000029e+02,-7.840999999999999659e+01
7.549996979999999667e+02,-7.889000000000000057e+01
7.566663640000000441e+02,-7.659000000000000341e+01
7.583330300000000079e+02,-7.715999999999999659e+01
7.599996959999999717e+02,-7.812999999999999545e+01
7.616663620000000492e+02,-7.842000000000000171e+01
7.633330280000000130e+02,-7.609999999999999432e+01
7.649996939999999768e+02,-7.895000000000000284e+01
7.666663600000000542e+02,-7.845000000000000284e+01
7.683330260000000180e+02,-7.854999999999999716e+01
7.699996919999999818e+02,-7.726000000000000512e+01
7.716663579999999456e+02,-7.881000000000000227e+01
7.733330240000000231e+02,-7.743999999999999773e+01
7.749996899999999869e+02,-7.295000000000000284e+01
7.766663559999999507e+02,-7.806000000000000227e+01
7.783330220000000281e+02,-7.651999999999999602e+01
7.799996879999999919e+02,-7.801999999999999602e+01
7.816663539999999557e+02,-7.901000000000000512e+01
7.833330200000000332e+02,-7.734000000000000341e+01
7.849996859999999970e+02,-7.687999999999999545e+01
7.866663519999999608e+02,-7.756000000000000227e+01
7.883330180000000382e+02,-7.673000000000000398e+01
7.899996840000000020e+02,-7.743999999999999773e+01
7.916663499999999658e+02,-7.806000000000000227e+01
7.933330160000000433e+02,-7.834999999999999432e+01
7.949996820000000071e+02,-7.854999999999999716e+01
7.966663479999999709e+02,-7.796999999999999886e+01
7.983330140000000483e+02,-7.753000000000000114e+01
7.999996800000000121e+02,-7.084999999999999432e+01
8.016663459999999759e+02,-7.668000000000000682e+01
8.033330120000000534e+02,-7.823999999999999488e+01
8.049996780000000172e+02,-7.862999999999999545e+01
8.066663439999999810e+02,-7.806000000000000227e+01
8.083330099999999447e+02,-7.771999999999999886e+01
8.099996760000000222e+02,-7.904000000000000625e+01
8.116663419999999860e+02,-7.843000000000000682e+01
8.133330079999999498e+02,-7.809999999999999432e+01
8.149996740000000273e+02,-7.801999999999999602e+01
8.166663399999999911e+02,-7.781999999999999318e+01
8.183330059999999548e+02,-7.892000000000000171e+01
8.199996720000000323e+02,-7.732999999999999829e+01
8.216663379999999961e+02,-7.795000000000000284e+01
8.233330039999999599e+02,-7.801000000000000512e+01
8.249996700000000374e+02,-7.348999999999999488e+01
8.266663360000000011e+02,-7.837999999999999545e+01
8.283330019999999649e+02,-7.775000000000000000e+01
8.299996680000000424e+02,-7.760999999999999943e+01
8.316663340000000062e+02,-7.718000000000000682e+01
8.333329999999999700e+02,-7.673000000000000398e+01
8.349996660000000475e+02,-7.676000000000000512e+01
8.366663320000000112e+02,-7.756999999999999318e+01
8.383329979999999750e+02,-7.876000000000000512e+01
8.399996640000000525e+02,-7.820999999999999375e+01
8.416663300000000163e+02,-7.742000000000000171e+01
8.433329959999999801e+02,-7.734999999999999432e+01
8.449996619999999439e+02,-7.878000000000000114e+01
8.466663280000000213e+02,-7.950000000000000000e+01
8.483329939999999851e+02,-7.770000000000000284e+01
8.499996599999999489e+02,-7.268999999999999773e+01
8.516663260000000264e+02,-7.770999999999999375e+01
8.533329919999999902e+02,-7.823000000000000398e+01
8.549996579999999540e+02,-7.718000000000000682e+01
8.566663240000000314e+02,-7.787999999999999545e+01
8.583329899999999952e+02,-7.726000000000000512e+01
8.599996559999999590e+02,-7.773999999999999488e+01
8.616663220000000365e+02,-7.782999999999999829e+01
8.633329880000000003e+02,-7.626000000000000512e+01
8.649996539999999641e+02,-7.825000000000000000e+01
8.666663200000000415e+02,-7.820999999999999375e+01
8.683329860000000053e+02,-7.853000000000000114e+01
8.699996519999999691e+02,-7.778000000000000114e+01
8.716663180000000466e+02,-7.834000000000000341e+01
8.733329840000000104e+02,-7.787999999999999545e+01
8.749996499999999742e+02,-7.565000000000000568e+01
8.766663160000000516e+02,-7.801000000000000512e+01
8.783329820000000154e+02,-7.798000000000000398e+01
8.799996479999999792e+02,-7.717000000000000171e+01
8.816663140000000567e+02,-7.734000000000000341e+01
8.833329800000000205e+02,-7.635999999999999943e+01
8.849996459999999843e+02,-7.592000000000000171e+01
8.866663119999999481e+02,-7.701000000000000512e+01
8.883329780000000255e+02,-7.718000000000000682e+01
8.899996439999999893e+02,-7.675000000000000000e+01
8.916663099999999531e+02,-7.931999999999999318e+01
8.933329760000000306e+02,-7.828000000000000114e+01
8.949996419999999944e+02,-7.707999999999999829e+01
8.966663079999999582e+02,-7.528000000000000114e+01
8.983329740000000356e+02,-7.754999999999999716e+01
8.999996399999999994e+02,-7.787000000000000455e+01
9.016663059999999632e+02,-7.781000000000000227e+01
9.033329720000000407e+02,-7.729999999999999716e+01
9.049996380000000045e+02,-7.920000000000000284e+01
9.066663039999999683e+02,-7.760999999999999943e+01
9.083329700000000457e+02,-7.882999999999999829e+01
9.099996360000000095e+02,-7.754000000000000625e+01
9.116663019999999733e+02,-7.757999999999999829e+01
9.133329680000000508e+02,-7.712999999999999545e+01
9.149996340000000146e+02,-7.776000000000000512e+01
9.166662999999999784e+02,-7.873999999999999488e+01
9.183329660000000558e+02,-7.778000000000000114e+01
9.199996320000000196e+02,-7.851000000000000512e+01
9.216662979999999834e+02,-7.757999999999999829e+01
9.233329639999999472e+02,-7.878000000000000114e+01
9.249996300000000247e+02,-7.784000000000000341e+01
9.266662959999999885e+02,-7.892000000000000171e+01
9.283329619999999522e+02,-7.756999999999999318e+01
